file,column,dtype,non_null,null,n_unique
study1_cohort_panel_A_indexed_only.csv,google_scholar_access_verification_error,object,1809,55140,502
study1_cohort_panel_A_indexed_only.csv,google_scholar_fulltext_link_provided,int64,56949,0,2
study1_cohort_panel_A_indexed_only.csv,google_scholar_oa_link_provided,int64,56949,0,2
study1_cohort_panel_A_indexed_only.csv,google_scholar_restricted_link_provided,int64,56949,0,2
study1_cohort_panel_A_indexed_only.csv,google_scholar_open_fulltext,int64,56949,0,2
study1_cohort_panel_A_indexed_only.csv,D_j,int64,56949,0,1
study1_cohort_panel_A_indexed_only.csv,match_accepted_01,int64,56949,0,1
study1_cohort_panel_A_indexed_only.csv,A_j,int64,56949,0,2
study1_cohort_panel_A_indexed_only.csv,fulltext_link_provided,int64,56949,0,2
study1_cohort_panel_A_indexed_only.csv,journal_fe,object,47689,9260,1326
study1_cohort_panel_A_indexed_only.csv,gs_citation_count,float64,49487,7462,164
study1_cohort_panel_A_indexed_only.csv,log1p_gs_citation_count,float64,49487,7462,164
study1_cohort_panel_A_indexed_only.csv,present_in_rq2analticsample,int64,56949,0,1
study1_cohort_panel_A_indexed_only.csv,present_in_kci_unique,int64,56949,0,1
study1_cohort_panel_A_indexed_only.csv,is_C2,int64,56949,0,2
study1_cohort_panel_A_indexed_only.csv,D_x_C2,int64,56949,0,2
study1_cohort_panel_A_indexed_only.csv,A_x_C2,int64,56949,0,2
study1_cohort_panel_A_indexed_only.csv,is_C3,int64,56949,0,2
study1_cohort_panel_A_indexed_only.csv,D_x_C3,int64,56949,0,2
study1_cohort_panel_A_indexed_only.csv,A_x_C3,int64,56949,0,2
study1_cohort_panel_A_indexed_only.csv,is_C4,int64,56949,0,2
study1_cohort_panel_A_indexed_only.csv,D_x_C4,int64,56949,0,2
study1_cohort_panel_A_indexed_only.csv,A_x_C4,int64,56949,0,2
study1_cohort_panel_A_indexed_only.csv,main_D_sample,int64,56949,0,1
study1_cohort_panel_A_indexed_only.csv,access_A_sample,int64,56949,0,1
study1_target_level_GS.csv,paper_uid_after_direct_w,string,55622,0,55622
study1_target_level_GS.csv,target_year,float64,55622,0,190
study1_target_level_GS.csv,target_topic,int64,55622,0,41
study1_target_level_GS.csv,gs_record_observed,int64,55622,0,1
study1_target_level_GS.csv,ref_title,object,55622,0,55620
study1_target_level_GS.csv,ref_author,object,50587,5035,16672
study1_target_level_GS.csv,ref_publisher_or_journal,object,46812,8810,5209
study1_target_level_GS.csv,ref_year,object,55602,20,313
study1_target_level_GS.csv,kci_journal_name,object,28672,26950,1504
study1_target_level_GS.csv,kci_pub_year,float64,28672,26950,40
study1_target_level_GS.csv,kci_title_original,object,28672,26950,28543
study1_target_level_GS.csv,kci_title_english,object,27562,28060,27391
study1_target_level_GS.csv,google_scholar_indexed,int64,55622,0,2
study1_target_level_GS.csv,google_scholar_match_status,object,55622,0,6
study1_target_level_GS.csv,google_scholar_match_accepted,bool,55622,0,2
study1_target_level_GS.csv,google_scholar_match_confidence,object,55622,0,4
study1_target_level_GS.csv,google_scholar_match_score,float64,40000,15622,10200
study1_target_level_GS.csv,google_scholar_title_score,float64,40000,15622,2378
study1_target_level_GS.csv,google_scholar_author_score,float64,36505,19117,121
study1_target_level_GS.csv,google_scholar_journal_score,float64,16556,39066,145
study1_target_level_GS.csv,google_scholar_year_match,object,17281,38341,2
study1_target_level_GS.csv,google_scholar_query,object,40000,15622,39886
study1_target_level_GS.csv,google_scholar_query_source,object,40000,15622,3
study1_target_level_GS.csv,google_scholar_result_position,float64,40000,15622,20
study1_target_level_GS.csv,google_scholar_global_result_position,float64,40000,15622,28
study1_target_level_GS.csv,google_scholar_year,float64,19411,36211,54
study1_target_level_GS.csv,google_scholar_source,object,19436,36186,233
study1_target_level_GS.csv,google_scholar_primary_domain,object,19436,36186,233
study1_target_level_GS.csv,google_scholar_citation_count,float64,16699,38923,164
study1_target_level_GS.csv,google_scholar_fulltext_access,object,55622,0,9
study1_target_level_GS.csv,google_scholar_access_verified,bool,55622,0,2
study1_target_level_GS.csv,google_scholar_download_link_found,bool,55622,0,2
study1_target_level_GS.csv,google_scholar_download_verified,bool,55622,0,2
study1_target_level_GS.csv,google_scholar_access_block_reason,object,11095,44527,3
study1_target_level_GS.csv,google_scholar_access_verification_error,object,687,54935,502
study1_target_level_GS.csv,google_scholar_fulltext_link_provided,int64,55622,0,2
study1_target_level_GS.csv,google_scholar_oa_link_provided,int64,55622,0,2
study1_target_level_GS.csv,google_scholar_restricted_link_provided,int64,55622,0,2
study1_target_level_GS.csv,google_scholar_open_fulltext,int64,55622,0,2
study1_target_level_GS.csv,D_j,float64,54789,833,2
study1_target_level_GS.csv,match_accepted_01,int64,55622,0,2
study1_target_level_GS.csv,A_j,float64,19436,36186,2
study1_target_level_GS.csv,fulltext_link_provided,int64,55622,0,2
study1_target_level_GS.csv,journal_fe,object,28672,26950,1504
study1_target_level_GS.csv,gs_citation_count,float64,16699,38923,164
study1_target_level_GS.csv,log1p_gs_citation_count,float64,16699,38923,164
study1_target_level_GS.csv,present_in_rq2analticsample,int64,55622,0,1
study1_target_level_GS.csv,present_in_kci_unique,int64,55622,0,1
