model,term,change_probability,change_percentage_points,conf_low_pp,conf_high_pp,p_value,n_obs
lpm_target_fe,cohort::C2:D_j,0.00404723356277032,0.404723356277032,0.0396529495699715,0.769793762984092,0.0297928798696845,179230
lpm_target_fe,cohort::C3:D_j,0.00696038702114327,0.696038702114327,0.328777432903889,1.06329997132476,0.000203711639454386,179230
lpm_target_fe,cohort::C4:D_j,7.78512347940114e-05,0.00778512347940114,-0.337369174477364,0.352939421436167,0.964738163990881,179230
lpm_pre2005,cohort::C2:D_j,0.00791178625563884,0.791178625563885,0.227383079767301,1.35497417136047,0.00595639398173659,75788
lpm_pre2005,cohort::C3:D_j,0.00495553261014208,0.495553261014208,0.0267700045609169,0.964336517467498,0.0382858057933285,75788
lpm_pre2005,cohort::C4:D_j,0.00273016895033261,0.273016895033261,-0.175339271870583,0.721373061937104,0.232688531132216,75788
