paper_uid_after_direct_w,exclusion_reason,ref_year,search_pub_year,kci_pub_year,kci_verified,google_scholar_indexed,google_scholar_match_status,google_scholar_year,google_scholar_citation_count,D_j_audit,recoverable_target_year,year_recovery_source
P00163861,missing_target_year,2006.11.2,,,,0,review,,,0.0,,
P00163963,missing_target_year,,2006.0,,,1,matched,2006.0,1.0,1.0,2006.0,search_pub_year
P00164006,missing_target_year,1999.12.21,,,,0,review,,,0.0,,
P00164027,missing_target_year,2005.10.25,,,,0,not_indexed,,,0.0,,
P00164063,missing_target_year,www.eparty.or.kr,,,,0,not_indexed,,,0.0,,
P00164064,missing_target_year,www.hannara.or.kr,,,,0,not_indexed,,,0.0,,
P00164065,missing_target_year,2006.3.26,,,,0,not_indexed,,,0.0,,
P00164066,missing_target_year,2005.3.28,,,,0,not_indexed,,,0.0,,
P00164067,missing_target_year,2005.7.16,,,,0,not_indexed,,,0.0,,
P00164126,missing_target_year,2002.9.16,,,,0,not_indexed,,,0.0,,
P00164183,missing_target_year,2001a,,,,0,not_indexed,,,0.0,,
P00164184,missing_target_year,2001b,,,,0,not_indexed,,,0.0,,
P00164238,missing_target_year,2006년4월,,,,1,matched,2006.0,1.0,1.0,2006.0,google_scholar_year
P00164269,missing_target_year,2002년,2016.0,,,0,not_indexed,,,0.0,2016.0,search_pub_year
P00091416,missing_target_year,2004a,2006.0,,,0,review,,,0.0,2006.0,search_pub_year
P00164287,missing_target_year,2004c,,,,0,not_indexed,,,0.0,,
P00164386,missing_target_year,2005년9월,,,,0,not_indexed,,,0.0,,
P00164387,missing_target_year,2005년8월,,,,0,not_indexed,,,0.0,,
P00164561,missing_target_year,2005년,2005.0,2005.0,N,1,matched,2005.0,15.0,1.0,2005.0,kci_pub_year
P00093422,missing_target_year,2000년,,,,0,not_indexed,,,0.0,,
P00164730,missing_target_year,2000a,,,,1,matched,2000.0,,1.0,2000.0,google_scholar_year
P00164731,missing_target_year,2000b,,,,0,not_indexed,,,0.0,,
P00164733,missing_target_year,2001a,,,,0,not_indexed,,,0.0,,
P00164734,missing_target_year,2001b,,,,0,not_indexed,,,0.0,,
P00164758,missing_target_year,19921992,,,,0,not_indexed,,,0.0,,
P00164762,missing_target_year,1997.6.,,,,0,not_indexed,,,0.0,,
P00028092,missing_target_year,2003b,2003.0,,,0,not_indexed,,,0.0,2003.0,search_pub_year
P00164886,missing_target_year,2002년7월,,,,0,not_indexed,,,0.0,,
P00164887,missing_target_year,2003년,2003.0,2003.0,N,1,matched,2003.0,3.0,1.0,2003.0,kci_pub_year
P00164899,missing_target_year,2003년1월,,,,0,not_indexed,,,0.0,,
P00100990,missing_target_year,2003년12월,,,,0,not_indexed,,,0.0,,
P00164900,missing_target_year,2003년8월,2009.0,,,0,not_indexed,,,0.0,2009.0,search_pub_year
P00164901,missing_target_year,"2003,12",,,,0,not_indexed,,,0.0,,
P00164902,missing_target_year,2003년2월,,,,0,not_indexed,,,0.0,,
P00164903,missing_target_year,2004년3월,,,,1,matched,2004.0,2.0,1.0,2004.0,google_scholar_year
P00164905,missing_target_year,2003년7월,,,,0,not_indexed,,,0.0,,
P00136928,missing_target_year,,,,,0,not_indexed,,,0.0,,
P00166884,missing_target_year,,,,,0,not_indexed,,,0.0,,
P00167005,missing_target_year,국제정치논총,,,,0,not_indexed,,,0.0,,
P00168171,missing_target_year,,,,,1,matched,2015.0,,1.0,2015.0,google_scholar_year
P00168262,missing_target_year,,2008.0,,,1,matched,2009.0,3.0,1.0,2008.0,search_pub_year
P00168535,missing_target_year,기술혁신연구,2014.0,,,1,matched,2014.0,6.0,1.0,2014.0,search_pub_year
P00168641,missing_target_year,산업경제연구,2007.0,,,0,not_indexed,,,0.0,2007.0,search_pub_year
P00169389,missing_target_year,성이론,,,,0,not_indexed,,,0.0,,
P00170288,missing_target_year,STRATEGY21,2016.0,,,1,matched,2019.0,2.0,1.0,2016.0,search_pub_year
P00170624,missing_target_year,슬라브학보,2005.0,,,1,matched,2005.0,1.0,1.0,2005.0,search_pub_year
P00173181,missing_target_year,,,,,0,not_indexed,,,0.0,,
P00173847,missing_target_year,2004.9.8,,,,0,review,,,0.0,,
P00173848,missing_target_year,2004.9.8,,,,0,not_indexed,,,0.0,,
P00173849,missing_target_year,2004.7.23,,,,0,not_indexed,,,0.0,,
P00173851,missing_target_year,2004.9.8,,,,0,not_indexed,,,0.0,,
P00173852,missing_target_year,2000.2.22,2013.0,,,0,not_indexed,,,0.0,2013.0,search_pub_year
P00173853,missing_target_year,2004.7.21,,,,0,not_indexed,,,0.0,,
P00173856,missing_target_year,2006.6.26,,,,0,not_indexed,,,0.0,,
P00173859,missing_target_year,2007.1.10,,,,0,not_indexed,,,0.0,,
P00173861,missing_target_year,2007.7.19,,,,0,not_indexed,,,0.0,,
P00173862,missing_target_year,2006.3.31,,,,0,not_indexed,,,0.0,,
P00173864,missing_target_year,2006.12.18,,,,0,not_indexed,,,0.0,,
P00173866,missing_target_year,2005.7.11,,,,0,not_indexed,,,0.0,,
P00173870,missing_target_year,2005.12.10,,,,0,not_indexed,,,0.0,,
P00173872,missing_target_year,2004.7.8,,,,0,not_indexed,,,0.0,,
P00173875,missing_target_year,2004.9.8,,,,0,not_indexed,,,0.0,,
P00173877,missing_target_year,2004.10.22,,,,0,not_indexed,,,0.0,,
P00173927,missing_target_year,2006.05.23,,,,0,not_indexed,,,0.0,,
P00173206,missing_target_year,2004a,,,,1,matched,2004.0,,1.0,2004.0,google_scholar_year
P00174128,missing_target_year,2003가을,,,,0,not_indexed,,,0.0,,
P00174320,missing_target_year,1991년,,,,0,not_indexed,,,0.0,,
P00174402,missing_target_year,2001a,,,,0,not_indexed,,,0.0,,
P00174403,missing_target_year,2001b,,,,0,not_indexed,,,0.0,,
P00174405,missing_target_year,,,,,0,not_indexed,,,0.0,,
P00174451,missing_target_year,19972002,,,,0,not_indexed,,,0.0,,
P00027788,missing_target_year,2002a,2002.0,,,1,matched,2002.0,21.0,1.0,2002.0,search_pub_year
P00174453,missing_target_year,2002b,,,,0,review,,,0.0,,
P00174479,missing_target_year,2004년,,,,0,not_indexed,,,0.0,,
P00174482,missing_target_year,,,,,0,not_indexed,,,0.0,,
P00174487,missing_target_year,,,,,0,not_indexed,,,0.0,,
P00174492,missing_target_year,2004년10월12일,,,,0,not_indexed,,,0.0,,
P00174496,missing_target_year,,,,,0,not_indexed,,,0.0,,
P00174497,missing_target_year,2004년11월호,,,,0,not_indexed,,,0.0,,
P00174498,missing_target_year,20022002,,,,0,not_indexed,,,0.0,,
P00174499,missing_target_year,,,,,0,not_indexed,,,0.0,,
P00174500,missing_target_year,,,,,0,not_indexed,,,0.0,,
P00174709,missing_target_year,1994가울,,,,0,not_indexed,,,0.0,,
P00174777,missing_target_year,2003년2월27일,,,,0,not_indexed,,,0.0,,
P00174778,missing_target_year,2003년10월21일,,,,0,not_indexed,,,0.0,,
P00174779,missing_target_year,2003년2월27일,,,,0,not_indexed,,,0.0,,
P00174804,missing_target_year,20022002,,,,0,not_indexed,,,0.0,,
P00174902,missing_target_year,,,,,0,not_indexed,,,0.0,,
P00174958,missing_target_year,2000여름,,,,0,not_indexed,,,0.0,,
P00174994,missing_target_year,"2000,6",,,,0,not_indexed,,,0.0,,
P00175041,missing_target_year,2002a,,,,0,not_indexed,,,0.0,,
P00175042,missing_target_year,,,,,0,not_indexed,,,0.0,,
P00175043,missing_target_year,2002b,,,,0,not_indexed,,,0.0,,
P00175085,missing_target_year,,,,,0,not_indexed,,,0.0,,
P00175089,missing_target_year,,,,,0,not_indexed,,,0.0,,
P00175867,missing_target_year,2003a,2003.0,2003.0,N,0,not_indexed,,,0.0,2003.0,kci_pub_year
P00175868,missing_target_year,2003b,2003.0,2003.0,N,0,not_indexed,,,0.0,2003.0,kci_pub_year
P00175872,missing_target_year,,,,,0,not_indexed,,,0.0,,
P00176039,missing_target_year,2007.2.15,,,,0,not_indexed,,,0.0,,
P00176044,missing_target_year,2007.2.15,,,,0,not_indexed,,,0.0,,
P00176051,missing_target_year,2007.3.13,,,,0,not_indexed,,,0.0,,
P00176075,missing_target_year,korea.kr (검색일: 2007. 2. 22),,,,0,not_indexed,,,0.0,,
P00176076,missing_target_year,ncorea.co.kr,,,,0,not_indexed,,,0.0,,
P00176145,missing_target_year,1995.12.10.,,,,0,not_indexed,,,0.0,,
P00176378,missing_target_year,2003년5월,,,,0,not_indexed,,,0.0,,
P00176379,missing_target_year,2003년6월,,,,0,not_indexed,,,0.0,,
P00176382,missing_target_year,2002년6월,,,,0,not_indexed,,,0.0,,
P00176387,missing_target_year,1895-19172004,,,,0,not_indexed,,,0.0,,
P00176390,missing_target_year,1884-19051944;이광린역1973,,,,0,not_indexed,,,0.0,,
P00176392,missing_target_year,1958;석화정옮김2002,,,,0,not_indexed,,,0.0,,
P00178197,missing_target_year,정보사회와 미디어,2022.0,,,0,review,,,0.0,2022.0,search_pub_year
P00178503,missing_target_year,정치커뮤니케이션연구,2015.0,,,1,matched,2015.0,8.0,1.0,2015.0,search_pub_year
P00178621,missing_target_year,비참여에 영향을 미치는 예측 변인 탐색,2005.0,,,1,matched,2012.0,8.0,1.0,2005.0,search_pub_year
P00178780,missing_target_year,쉐퍼스 식을 분석하며 -,2009.0,,,1,matched,2009.0,7.0,1.0,2009.0,search_pub_year
P00178825,missing_target_year,,,,,1,matched,2018.0,,1.0,2018.0,google_scholar_year
P00179124,missing_target_year,라틴아메리카연구,2009.0,,,1,matched,2009.0,1.0,1.0,2009.0,search_pub_year
P00179741,missing_target_year,,2020.0,,,1,matched,2015.0,3.0,1.0,2020.0,search_pub_year
P00179742,missing_target_year,,2010.0,,,0,not_indexed,,,0.0,2010.0,search_pub_year
P00179831,missing_target_year,세계정치,,,,1,matched,2017.0,3.0,1.0,2017.0,google_scholar_year
P00180104,missing_target_year,부분의 관점으로,2021.0,,,1,matched,2021.0,2.0,1.0,2021.0,search_pub_year
P00180807,missing_target_year,국제정치연구,2022.0,,,1,matched,2022.0,1.0,1.0,2022.0,search_pub_year
P00181474,missing_target_year,관정일본리뷰,2024.0,,,0,review,,,0.0,2024.0,search_pub_year
P00183897,missing_target_year,성이론,,,,0,not_indexed,,,0.0,,
P00184745,missing_target_year,통일문제연구,2014.0,,,1,matched,2014.0,2.0,1.0,2014.0,search_pub_year
P00185392,missing_target_year,한국정치외교사논총,2014.0,,,1,matched,2014.0,1.0,1.0,2014.0,search_pub_year
P00186469,missing_target_year,해운물류연구,,,,0,not_indexed,,,0.0,,
P00186630,missing_target_year,군사논단,,,,0,not_indexed,,,0.0,,
P00189647,missing_target_year,,,,,0,not_indexed,,,0.0,,
P00190086,missing_target_year,,,,,0,not_indexed,,,0.0,,
P00191866,missing_target_year,국제정치논총,2001.0,,,0,not_indexed,,,0.0,2001.0,search_pub_year
P00172155,missing_target_year,,,,,0,not_indexed,,,0.0,,
P00192388,missing_target_year,,,,,0,not_indexed,,,0.0,,
P00192389,missing_target_year,1946년.정시우1946.,,,,0,not_indexed,,,0.0,,
P00192390,missing_target_year,1946년.1946년-1947년.한병옥.1947년1월1946년9월,,,,0,not_indexed,,,0.0,,
P00192391,missing_target_year,1947년10월,,,,0,not_indexed,,,0.0,,
P00192442,missing_target_year,2004.4.2,,,,0,not_indexed,,,0.0,,
P00192446,missing_target_year,2005.4.13,,,,0,not_indexed,,,0.0,,
P00192447,missing_target_year,2007.1.7,,,,0,not_indexed,,,0.0,,
P00192452,missing_target_year,2007.1.9,,,,0,not_indexed,,,0.0,,
P00192455,missing_target_year,2007.3.8,,,,0,not_indexed,,,0.0,,
P00192461,missing_target_year,,,,,1,matched,2007.0,9.0,1.0,2007.0,google_scholar_year
P00192477,missing_target_year,,,,,1,matched,2007.0,9.0,1.0,2007.0,google_scholar_year
P00192678,missing_target_year,,,,,0,not_indexed,,,0.0,,
P00192882,missing_target_year,？？？？？？？W1945-19901991,,,,0,not_indexed,,,0.0,,
P00193014,missing_target_year,1985년3호.,,,,0,not_indexed,,,0.0,,
P00193100,missing_target_year,2003가을,2003.0,,,0,not_indexed,,,0.0,2003.0,search_pub_year
P00193118,missing_target_year,,,,,0,not_indexed,,,0.0,,
P00193151,missing_target_year,1945-19801988,,,,0,not_indexed,,,0.0,,
P00193161,missing_target_year,1941-195019851989,,,,0,not_indexed,,,0.0,,
P00193188,missing_target_year,,,,,0,not_indexed,,,0.0,,
P00193424,missing_target_year,2002겨울,2002.0,2002.0,N,1,matched,2002.0,2.0,1.0,2002.0,kci_pub_year
P00193598,missing_target_year,,,,,0,not_indexed,,,0.0,,
P00193605,missing_target_year,,,,,0,not_indexed,,,0.0,,
P00193612,missing_target_year,2005.January,,,,0,not_indexed,,,0.0,,
P00193626,missing_target_year,,,,,0,not_indexed,,,0.0,,
P00193789,missing_target_year,1955-19751984,,,,0,not_indexed,,,0.0,,
P00194307,missing_target_year,,,,,0,not_indexed,,,0.0,,
P00194360,missing_target_year,,,,,0,not_indexed,,,0.0,,
P00194361,missing_target_year,1947-1953,,,,0,not_indexed,,,0.0,,
P00194368,missing_target_year,19911991,,,,0,not_indexed,,,0.0,,
P00194536,missing_target_year,,,,,0,not_indexed,,,0.0,,
P00194538,missing_target_year,,2005.0,,,1,matched,2005.0,5.0,1.0,2005.0,search_pub_year
P00194992,missing_target_year,1961년7월28일,,,,0,not_indexed,,,0.0,,
P00194993,missing_target_year,1958년제9호,,,,0,not_indexed,,,0.0,,
P00194994,missing_target_year,1979a,,,,0,not_indexed,,,0.0,,
P00194995,missing_target_year,1979b,,,,0,not_indexed,,,0.0,,
P00194996,missing_target_year,1987a,,,,0,not_indexed,,,0.0,,
P00194997,missing_target_year,1987b,,,,0,not_indexed,,,0.0,,
P00195001,missing_target_year,1998a,,,,0,not_indexed,,,0.0,,
P00195002,missing_target_year,1998b,,,,0,not_indexed,,,0.0,,
P00195003,missing_target_year,1947년5월호,,,,0,not_indexed,,,0.0,,
P00195006,missing_target_year,1950년7월호,,,,0,not_indexed,,,0.0,,
P00195008,missing_target_year,1947년3월호,,,,0,not_indexed,,,0.0,,
P00195011,missing_target_year,1950년7월호,,,,0,not_indexed,,,0.0,,
P00195012,missing_target_year,1946년창간호,,,,0,not_indexed,,,0.0,,
P00195013,missing_target_year,1947년2월호,,,,0,not_indexed,,,0.0,,
P00195016,missing_target_year,1961년7월30일,,,,0,not_indexed,,,0.0,,
P00195017,missing_target_year,1961년7월30일,,,,0,not_indexed,,,0.0,,
P00195018,missing_target_year,1960년3월5일,,,,0,not_indexed,,,0.0,,
P00195020,missing_target_year,1971년7월30일,,,,0,not_indexed,,,0.0,,
P00195021,missing_target_year,1965년3월8일,,,,0,not_indexed,,,0.0,,
P00195022,missing_target_year,1970년3월8일1971년7월31일,,,,0,not_indexed,,,0.0,,
P00195089,missing_target_year,2002여름,,,,1,matched,2002.0,4.0,1.0,2002.0,google_scholar_year
P00195094,missing_target_year,2002봄,,,,1,matched,2002.0,1.0,1.0,2002.0,google_scholar_year
P00195195,missing_target_year,2004년,2006.0,,,0,not_indexed,,,0.0,2006.0,search_pub_year
P00195198,missing_target_year,,,,,0,not_indexed,,,0.0,,
P00195203,missing_target_year,,,,,0,not_indexed,,,0.0,,
P00195205,missing_target_year,19931996,,,,0,not_indexed,,,0.0,,
P00195254,missing_target_year,,,,,0,not_indexed,,,0.0,,
P00195255,missing_target_year,1992년6월,,,,0,not_indexed,,,0.0,,
P00195319,missing_target_year,2006.12.8,,,,0,not_indexed,,,0.0,,
P00195323,missing_target_year,2007.6.29,,,,0,not_indexed,,,0.0,,
P00195327,missing_target_year,2007.5.2,,,,0,not_indexed,,,0.0,,
P00195329,missing_target_year,2007.2.14,,,,0,not_indexed,,,0.0,,
P00195344,missing_target_year,2007.6.15,,,,0,not_indexed,,,0.0,,
P00195369,missing_target_year,2005.2.21,,,,0,not_indexed,,,0.0,,
P00195370,missing_target_year,2003.1.11,,,,0,not_indexed,,,0.0,,
P00195384,missing_target_year,2005.12.9,,,,0,not_indexed,,,0.0,,
P00195473,missing_target_year,,,,,0,not_indexed,,,0.0,,
P00195474,missing_target_year,,,,,0,not_indexed,,,0.0,,
P00195475,missing_target_year,1945-1948돌베게.1982.,,,,0,not_indexed,,,0.0,,
P00195476,missing_target_year,,,,,0,not_indexed,,,0.0,,
P00195481,missing_target_year,,,,,0,not_indexed,,,0.0,,
P00195482,missing_target_year,,,,,0,not_indexed,,,0.0,,
P00195483,missing_target_year,,,,,0,not_indexed,,,0.0,,
P00195484,missing_target_year,새글사.1948.,,,,0,not_indexed,,,0.0,,
P00195485,missing_target_year,,,,,0,not_indexed,,,0.0,,
P00195486,missing_target_year,,,,,0,not_indexed,,,0.0,,
P00195487,missing_target_year,풀빛.1992.,2012.0,,,0,not_indexed,,,0.0,2012.0,search_pub_year
P00195488,missing_target_year,,,,,0,not_indexed,,,0.0,,
P00195489,missing_target_year,,,,,0,not_indexed,,,0.0,,
P00195490,missing_target_year,,,,,0,not_indexed,,,0.0,,
P00195492,missing_target_year,,,,,0,not_indexed,,,0.0,,
P00195494,missing_target_year,,,,,0,not_indexed,,,0.0,,
P00195495,missing_target_year,,,,,0,not_indexed,,,0.0,,
P00195613,missing_target_year,2006.12.14,,,,0,not_indexed,,,0.0,,
P00195615,missing_target_year,2007.3.26,2006.0,,,0,not_indexed,,,0.0,2006.0,search_pub_year
P00195618,missing_target_year,2006.7.28,2004.0,,,0,not_indexed,,,0.0,2004.0,search_pub_year
P00195621,missing_target_year,,,,,1,matched,2007.0,14.0,1.0,2007.0,google_scholar_year
P00195641,missing_target_year,,,,,1,matched,2007.0,14.0,1.0,2007.0,google_scholar_year
P00195643,missing_target_year,2006.5.17,,,,0,not_indexed,,,0.0,,
P00195652,missing_target_year,2006.11.15,,,,0,not_indexed,,,0.0,,
P00195664,missing_target_year,2002.1.16,,,,0,not_indexed,,,0.0,,
P00195673,missing_target_year,www.unikorea.go.kr,,,,0,not_indexed,,,0.0,,
P00195763,missing_target_year,,,,,0,not_indexed,,,0.0,,
P00195764,missing_target_year,,,,,0,not_indexed,,,0.0,,
P00195783,missing_target_year,2002b,,,,1,matched,2002.0,17.0,1.0,2002.0,google_scholar_year
P00195785,missing_target_year,2005a,,,,0,not_indexed,,,0.0,,
P00195786,missing_target_year,2005b,,,,0,review,,,0.0,,
P00195790,missing_target_year,2002b,,,,1,matched,2002.0,27.0,1.0,2002.0,google_scholar_year
P00091414,missing_target_year,2002c,,,,0,not_indexed,,,0.0,,
P00195821,missing_target_year,2005b,,,,0,not_indexed,,,0.0,,
P00195822,missing_target_year,2006.5.29,,,,0,not_indexed,,,0.0,,
P00195825,missing_target_year,,,,,0,not_indexed,,,0.0,,
P00195971,missing_target_year,2006.5.26,,,,0,not_indexed,,,0.0,,
P00195975,missing_target_year,2001.12.4,,,,0,not_indexed,,,0.0,,
P00195976,missing_target_year,2006.11.27,,,,0,not_indexed,,,0.0,,
P00195979,missing_target_year,2006.3.15,,,,0,not_indexed,,,0.0,,
P00195980,missing_target_year,1990년8월호,,,,0,not_indexed,,,0.0,,
P00195987,missing_target_year,,,,,0,not_indexed,,,0.0,,
P00195995,missing_target_year,,,,,0,not_indexed,,,0.0,,
P00195999,missing_target_year,2000.6.14,,,,0,not_indexed,,,0.0,,
P00196040,missing_target_year,2004.6.15,,,,0,not_indexed,,,0.0,,
P00196059,missing_target_year,2005.4.15-16,2006.0,,,1,matched,2006.0,,1.0,2006.0,search_pub_year
P00196097,missing_target_year,,,,,0,review,,,0.0,,
P00196108,missing_target_year,,,,,0,review,,,0.0,,
P00196111,missing_target_year,10,,,,0,not_indexed,,,0.0,,
P00196112,missing_target_year,05,,,,0,not_indexed,,,0.0,,
P00196113,missing_target_year,"16, 06",,,,0,not_indexed,,,0.0,,
P00196114,missing_target_year,13,,,,0,not_indexed,,,0.0,,
P00196115,missing_target_year,"22, 05",,,,0,not_indexed,,,0.0,,
P00197272,missing_target_year,1940.2.,,,,0,not_indexed,,,0.0,,
P00197273,missing_target_year,1940.3.,,,,0,not_indexed,,,0.0,,
P00197275,missing_target_year,,,,,0,not_indexed,,,0.0,,
P00197276,missing_target_year,,,,,0,not_indexed,,,0.0,,
P00197277,missing_target_year,,,,,0,not_indexed,,,0.0,,
P00197278,missing_target_year,1939.김봉우역1989.,2015.0,,,0,not_indexed,,,0.0,2015.0,search_pub_year
P00197376,missing_target_year,2001a,,,,0,not_indexed,,,0.0,,
P00197377,missing_target_year,2001b,,,,0,not_indexed,,,0.0,,
P00197385,missing_target_year,19851983,,,,0,not_indexed,,,0.0,,
P00197459,missing_target_year,2005년2월,,,,0,not_indexed,,,0.0,,
P00197460,missing_target_year,2005년3월,,,,0,not_indexed,,,0.0,,
P00197461,missing_target_year,2005년4월,,,,0,not_indexed,,,0.0,,
P00197462,missing_target_year,基東譯.1983,,,,0,not_indexed,,,0.0,,
P00197479,missing_target_year,www.cnn.com,,,,0,not_indexed,,,0.0,,
P00197549,missing_target_year,,,,,0,not_indexed,,,0.0,,
P00197621,missing_target_year,1965년제2호.,,,,0,not_indexed,,,0.0,,
P00197622,missing_target_year,,,,,0,not_indexed,,,0.0,,
P00197623,missing_target_year,,,,,0,not_indexed,,,0.0,,
P00197625,missing_target_year,,,,,0,not_indexed,,,0.0,,
P00197626,missing_target_year,1970년8월31일내각결정제70호1990.,,,,0,not_indexed,,,0.0,,
P00197627,missing_target_year,,,,,0,not_indexed,,,0.0,,
P00197629,missing_target_year,1970년제4호.,,,,0,not_indexed,,,0.0,,
P00197630,missing_target_year,,,,,0,not_indexed,,,0.0,,
P00197689,missing_target_year,,2002.0,,,0,review,,,0.0,2002.0,search_pub_year
P00197692,missing_target_year,,,,,1,matched,2003.0,1.0,1.0,2003.0,google_scholar_year
P00197697,missing_target_year,,,,,0,not_indexed,,,0.0,,
P00197783,missing_target_year,동서연구,2017.0,,,1,matched,2017.0,1.0,1.0,2017.0,search_pub_year
P00199398,missing_target_year,,,,,0,not_indexed,,,0.0,,
P00200491,missing_target_year,,,,,0,not_indexed,,,0.0,,
P00200492,missing_target_year,,,,,0,not_indexed,,,0.0,,
P00200493,missing_target_year,,,,,0,not_indexed,,,0.0,,
P00200592,missing_target_year,1997.3.,,,,0,not_indexed,,,0.0,,
P00200595,missing_target_year,,2016.0,,,0,not_indexed,,,0.0,2016.0,search_pub_year
P00200600,missing_target_year,1995.10.,,,,0,not_indexed,,,0.0,,
P00200605,missing_target_year,,,,,0,not_indexed,,,0.0,,
P00200617,missing_target_year,2006a,,,,0,not_indexed,,,0.0,,
P00200618,missing_target_year,2006b,,,,0,not_indexed,,,0.0,,
P00057362,missing_target_year,2006a,,,,0,not_indexed,,,0.0,,
P00200624,missing_target_year,2006b,,,,0,not_indexed,,,0.0,,
P00200625,missing_target_year,2006c,,,,0,not_indexed,,,0.0,,
P00200628,missing_target_year,,,,,0,not_indexed,,,0.0,,
P00200839,missing_target_year,,,,,0,not_indexed,,,0.0,,
P00201501,missing_target_year,국가정보연구,,,,0,not_indexed,,,0.0,,
P00202698,missing_target_year,동향과 전망,2014.0,,,1,matched,2011.0,2.0,1.0,2014.0,search_pub_year
P00203133,missing_target_year,,,,,0,not_indexed,,,0.0,,
P00205822,missing_target_year,통일문제연구,2011.0,,,1,matched,2011.0,3.0,1.0,2011.0,search_pub_year
P00206196,missing_target_year,,,,,0,not_indexed,,,0.0,,
P00206808,missing_target_year,김정일선집,,,,0,not_indexed,,,0.0,,
P00206866,missing_target_year,,,,,0,not_indexed,,,0.0,,
P00207158,missing_target_year,,2008.0,2008.0,N,1,matched,2008.0,2.0,1.0,2008.0,kci_pub_year
P00207305,missing_target_year,,,,,0,not_indexed,,,0.0,,
P00207357,missing_target_year,2007년6월5일,,,,0,not_indexed,,,0.0,,
P00207359,missing_target_year,1974년1988,,,,0,not_indexed,,,0.0,,
P00207362,missing_target_year,1991년,,,,0,not_indexed,,,0.0,,
P00207364,missing_target_year,,,,,0,not_indexed,,,0.0,,
P00207366,missing_target_year,1958년제3호1958.,,,,0,not_indexed,,,0.0,,
P00207367,missing_target_year,1967년4호1967.,,,,0,not_indexed,,,0.0,,
P00207368,missing_target_year,1967년3호1967.,,,,0,not_indexed,,,0.0,,
P00207369,missing_target_year,1967년2호1967.,,,,0,not_indexed,,,0.0,,
P00207370,missing_target_year,1958년제2호1958.,,,,0,not_indexed,,,0.0,,
P00207371,missing_target_year,1958년제1호,,,,0,not_indexed,,,0.0,,
P00207380,missing_target_year,2002.08.19,,,,0,not_indexed,,,0.0,,
P00207386,missing_target_year,2000.10.,2025.0,,,0,not_indexed,,,0.0,,
P00207398,missing_target_year,1998.09.09,,,,0,not_indexed,,,0.0,,
P00207399,missing_target_year,1998.08.22,,,,0,not_indexed,,,0.0,,
P00207400,missing_target_year,1998.08.04,,,,0,not_indexed,,,0.0,,
P00065563,missing_target_year,1982년3월31일,2013.0,,,0,not_indexed,,,0.0,2013.0,search_pub_year
P00207407,missing_target_year,2005년4월16일,,,,0,not_indexed,,,0.0,,
P00207429,missing_target_year,2007.10.09,,,,0,not_indexed,,,0.0,,
P00207430,missing_target_year,2007.10.09,,,,0,not_indexed,,,0.0,,
P00207441,missing_target_year,2002.12.13.,,,,0,not_indexed,,,0.0,,
P00207442,missing_target_year,2000.09.,,,,0,not_indexed,,,0.0,,
P00207464,missing_target_year,,2024.0,,,1,matched,2023.0,,1.0,2024.0,search_pub_year
P00207465,missing_target_year,,,,,0,not_indexed,,,0.0,,
P00207466,missing_target_year,,,,,0,not_indexed,,,0.0,,
P00207467,missing_target_year,2007.10.04,,,,0,not_indexed,,,0.0,,
P00207488,missing_target_year,2007.05.23,,,,0,not_indexed,,,0.0,,
P00207489,missing_target_year,2007.3.29,,,,0,not_indexed,,,0.0,,
P00207491,missing_target_year,2006.2.17,,,,0,not_indexed,,,0.0,,
P00207493,missing_target_year,2006.2.17,,,,0,not_indexed,,,0.0,,
P00207496,missing_target_year,2006.6.27,,,,0,not_indexed,,,0.0,,
P00207501,missing_target_year,2005.6.10,,,,0,not_indexed,,,0.0,,
P00207509,missing_target_year,1984년4호1984,,,,0,not_indexed,,,0.0,,
P00207514,missing_target_year,2007.05.23,,,,0,not_indexed,,,0.0,,
P00207526,missing_target_year,2007.05.30.,,,,0,not_indexed,,,0.0,,
P00207527,missing_target_year,2007.06.20.,,,,0,not_indexed,,,0.0,,
P00207529,missing_target_year,2007.08.02.,2007.0,,,0,not_indexed,,,0.0,2007.0,search_pub_year
P00207530,missing_target_year,2007.08.02.,,,,0,not_indexed,,,0.0,,
P00207533,missing_target_year,2004.05.21.,,,,0,not_indexed,,,0.0,,
P00207539,missing_target_year,2007.05.30.,,,,0,not_indexed,,,0.0,,
P00207542,missing_target_year,2002.12.,,,,0,not_indexed,,,0.0,,
P00207544,missing_target_year,2007.05.30.,,,,0,not_indexed,,,0.0,,
P00207550,missing_target_year,2007.5.15,2006.0,,,0,not_indexed,,,0.0,2006.0,search_pub_year
P00207553,missing_target_year,2006.12.,,,,0,not_indexed,,,0.0,,
P00207554,missing_target_year,2006.10.10.,,,,0,not_indexed,,,0.0,,
P00207557,missing_target_year,2002.10.25.,,,,0,not_indexed,,,0.0,,
P00207589,missing_target_year,2001-1-05,,,,0,not_indexed,,,0.0,,
P00207592,missing_target_year,2004년11월12일,,,,0,not_indexed,,,0.0,,
P00207657,missing_target_year,1978년제1호,,,,0,not_indexed,,,0.0,,
P00207661,missing_target_year,1981b,,,,0,not_indexed,,,0.0,,
P00207662,missing_target_year,1982a,,,,0,not_indexed,,,0.0,,
P00207663,missing_target_year,1982b,,,,0,not_indexed,,,0.0,,
P00207664,missing_target_year,1983b,,,,0,not_indexed,,,0.0,,
