paper_uid_after_direct_w,cohort,target_year,target_topic,partial,eng_cite_count,Y_jc,obs_start,obs_end,age_jc,age_bin,N_topic_jc,ln_offset
P00002781,C3,2007.0,2,0,1,1,2015.0,2019,10.0,6-10,28,3.367295829986474
P00002781,C4,2007.0,2,0,0,0,2020.0,2024,15.0,11+,10,2.3978952727983707
P00002782,C3,2016.0,2,1,1,1,2016.0,2019,1.5,0-2,22,3.1354942159291497
P00002782,C4,2016.0,2,0,0,0,2020.0,2024,6.0,6-10,10,2.3978952727983707
P00002783,C2,2013.0,2,1,0,0,2013.0,2014,0.5,0-2,5,1.791759469228055
P00002783,C3,2013.0,2,0,1,1,2015.0,2019,4.0,3-5,28,3.367295829986474
P00002783,C4,2013.0,2,0,0,0,2020.0,2024,9.0,6-10,10,2.3978952727983707
P00002784,C2,2014.0,2,1,0,0,2014.0,2014,0.0,0-2,2,1.0986122886681098
P00002784,C3,2014.0,2,0,1,1,2015.0,2019,3.0,3-5,28,3.367295829986474
P00002784,C4,2014.0,2,0,0,0,2020.0,2024,8.0,6-10,10,2.3978952727983707
P00002785,C3,2015.0,2,1,1,1,2015.0,2019,2.0,0-2,28,3.367295829986474
P00002785,C4,2015.0,2,0,0,0,2020.0,2024,7.0,6-10,10,2.3978952727983707
P00002787,C2,2012.0,2,1,0,0,2012.0,2014,1.0,0-2,9,2.302585092994046
P00002787,C3,2012.0,2,0,1,1,2015.0,2019,5.0,3-5,28,3.367295829986474
P00002787,C4,2012.0,2,0,0,0,2020.0,2024,10.0,6-10,10,2.3978952727983707
P00002788,C3,2016.0,2,1,1,1,2016.0,2019,1.5,0-2,22,3.1354942159291497
P00002788,C4,2016.0,2,0,0,0,2020.0,2024,6.0,6-10,10,2.3978952727983707
P00002789,C2,2014.0,2,1,0,0,2014.0,2014,0.0,0-2,2,1.0986122886681098
P00002789,C3,2014.0,2,0,1,1,2015.0,2019,3.0,3-5,28,3.367295829986474
P00002789,C4,2014.0,2,0,0,0,2020.0,2024,8.0,6-10,10,2.3978952727983707
P00002792,C2,2014.0,1,1,0,0,2014.0,2014,0.0,0-2,2,1.0986122886681098
P00002792,C3,2014.0,1,0,1,1,2015.0,2019,3.0,3-5,4,1.6094379124341003
P00002792,C4,2014.0,1,0,0,0,2020.0,2024,8.0,6-10,9,2.302585092994046
P00002793,C2,2012.0,-1,1,0,0,2012.0,2014,1.0,0-2,39,3.6888794541139363
P00002793,C3,2012.0,-1,0,1,1,2015.0,2019,5.0,3-5,66,4.204692619390966
P00002793,C4,2012.0,-1,0,0,0,2020.0,2024,10.0,6-10,79,4.382026634673881
P00002794,C2,2013.0,2,1,0,0,2013.0,2014,0.5,0-2,5,1.791759469228055
P00002794,C3,2013.0,2,0,1,1,2015.0,2019,4.0,3-5,28,3.367295829986474
P00002794,C4,2013.0,2,0,0,0,2020.0,2024,9.0,6-10,10,2.3978952727983707
P00002824,C1,2009.0,6,1,0,0,2009.0,2009,0.0,0-2,0,0.0
P00002824,C2,2009.0,6,0,0,0,2010.0,2014,3.0,3-5,0,0.0
P00002824,C3,2009.0,6,0,1,1,2015.0,2019,8.0,6-10,2,1.0986122886681098
P00002824,C4,2009.0,6,0,0,0,2020.0,2024,13.0,11+,1,0.6931471805599453
P00002825,C2,2011.0,-1,1,0,0,2011.0,2014,1.5,0-2,50,3.9318256327243257
P00002825,C3,2011.0,-1,0,1,1,2015.0,2019,6.0,6-10,66,4.204692619390966
P00002825,C4,2011.0,-1,0,1,1,2020.0,2024,11.0,11+,79,4.382026634673881
P00002828,C3,2015.0,1,1,1,1,2015.0,2019,2.0,0-2,4,1.6094379124341003
P00002828,C4,2015.0,1,0,0,0,2020.0,2024,7.0,6-10,9,2.302585092994046
P00002829,C1,2009.0,1,1,0,0,2009.0,2009,0.0,0-2,2,1.0986122886681098
P00002829,C2,2009.0,1,0,2,1,2010.0,2014,3.0,3-5,3,1.3862943611198906
P00002829,C3,2009.0,1,0,1,1,2015.0,2019,8.0,6-10,4,1.6094379124341003
P00002829,C4,2009.0,1,0,1,1,2020.0,2024,13.0,11+,9,2.302585092994046
P00002832,C2,2011.0,15,1,0,0,2011.0,2014,1.5,0-2,0,0.0
P00002832,C3,2011.0,15,0,1,1,2015.0,2019,6.0,6-10,2,1.0986122886681098
P00002832,C4,2011.0,15,0,1,1,2020.0,2024,11.0,11+,1,0.6931471805599453
P00002835,C3,2016.0,0,1,1,1,2016.0,2019,1.5,0-2,50,3.9318256327243257
P00002835,C4,2016.0,0,0,0,0,2020.0,2024,6.0,6-10,61,4.127134385045092
P00002837,C2,2012.0,-1,1,2,1,2012.0,2014,1.0,0-2,39,3.6888794541139363
P00002837,C3,2012.0,-1,0,1,1,2015.0,2019,5.0,3-5,66,4.204692619390966
P00002837,C4,2012.0,-1,0,0,0,2020.0,2024,10.0,6-10,79,4.382026634673881
P00002838,C1,2009.0,-1,1,0,0,2009.0,2009,0.0,0-2,3,1.3862943611198906
P00002838,C2,2009.0,-1,0,0,0,2010.0,2014,3.0,3-5,57,4.060443010546419
P00002838,C3,2009.0,-1,0,1,1,2015.0,2019,8.0,6-10,66,4.204692619390966
P00002838,C4,2009.0,-1,0,0,0,2020.0,2024,13.0,11+,79,4.382026634673881
P00002839,C3,2015.0,10,1,1,1,2015.0,2019,2.0,0-2,0,0.0
P00002839,C4,2015.0,10,0,0,0,2020.0,2024,7.0,6-10,0,0.0
P00002840,C3,2015.0,9,1,1,1,2015.0,2019,2.0,0-2,5,1.791759469228055
P00002840,C4,2015.0,9,0,0,0,2020.0,2024,7.0,6-10,5,1.791759469228055
P00002843,C3,2015.0,6,1,1,1,2015.0,2019,2.0,0-2,2,1.0986122886681098
P00002843,C4,2015.0,6,0,0,0,2020.0,2024,7.0,6-10,1,0.6931471805599453
P00002844,C2,2011.0,-1,1,0,0,2011.0,2014,1.5,0-2,50,3.9318256327243257
P00002844,C3,2011.0,-1,0,1,1,2015.0,2019,6.0,6-10,66,4.204692619390966
P00002844,C4,2011.0,-1,0,2,1,2020.0,2024,11.0,11+,79,4.382026634673881
P00002891,C1,2004.0,1,1,0,0,2004.0,2009,2.5,3-5,2,1.0986122886681098
P00002891,C2,2004.0,1,0,0,0,2010.0,2014,8.0,6-10,3,1.3862943611198906
P00002891,C3,2004.0,1,0,1,1,2015.0,2019,13.0,11+,4,1.6094379124341003
P00002891,C4,2004.0,1,0,0,0,2020.0,2024,18.0,11+,9,2.302585092994046
P00002892,C3,2016.0,-1,1,1,1,2016.0,2019,1.5,0-2,50,3.9318256327243257
P00002892,C4,2016.0,-1,0,0,0,2020.0,2024,6.0,6-10,79,4.382026634673881
P00002915,C2,2013.0,2,1,0,0,2013.0,2014,0.5,0-2,5,1.791759469228055
P00002915,C3,2013.0,2,0,2,1,2015.0,2019,4.0,3-5,28,3.367295829986474
P00002915,C4,2013.0,2,0,0,0,2020.0,2024,9.0,6-10,10,2.3978952727983707
P00002948,C2,2014.0,-1,1,0,0,2014.0,2014,0.0,0-2,13,2.6390573296152584
P00002948,C3,2014.0,-1,0,1,1,2015.0,2019,3.0,3-5,66,4.204692619390966
P00002948,C4,2014.0,-1,0,0,0,2020.0,2024,8.0,6-10,79,4.382026634673881
P00002992,C1,2004.0,0,1,0,0,2004.0,2009,2.5,3-5,16,2.833213344056216
P00002992,C2,2004.0,0,0,0,0,2010.0,2014,8.0,6-10,47,3.871201010907891
P00002992,C3,2004.0,0,0,1,1,2015.0,2019,13.0,11+,59,4.0943445622221
P00002992,C4,2004.0,0,0,0,0,2020.0,2024,18.0,11+,61,4.127134385045092
P00003022,C1,2007.0,0,1,0,0,2007.0,2009,1.0,0-2,15,2.772588722239781
P00003022,C2,2007.0,0,0,0,0,2010.0,2014,5.0,3-5,47,3.871201010907891
P00003022,C3,2007.0,0,0,1,1,2015.0,2019,10.0,6-10,59,4.0943445622221
P00003022,C4,2007.0,0,0,0,0,2020.0,2024,15.0,11+,61,4.127134385045092
P00003060,C2,2014.0,7,1,0,0,2014.0,2014,0.0,0-2,1,0.6931471805599453
P00003060,C3,2014.0,7,0,0,0,2015.0,2019,3.0,3-5,14,2.70805020110221
P00003060,C4,2014.0,7,0,0,0,2020.0,2024,8.0,6-10,9,2.302585092994046
P00003067,C3,2015.0,0,1,1,1,2015.0,2019,2.0,0-2,59,4.0943445622221
P00003067,C4,2015.0,0,0,0,0,2020.0,2024,7.0,6-10,61,4.127134385045092
P00003068,C3,2015.0,0,1,1,1,2015.0,2019,2.0,0-2,59,4.0943445622221
P00003068,C4,2015.0,0,0,0,0,2020.0,2024,7.0,6-10,61,4.127134385045092
P00003133,C3,2015.0,1,1,2,1,2015.0,2019,2.0,0-2,4,1.6094379124341003
P00003133,C4,2015.0,1,0,0,0,2020.0,2024,7.0,6-10,9,2.302585092994046
P00003136,C2,2010.0,1,1,0,0,2010.0,2014,2.0,0-2,3,1.3862943611198906
P00003136,C3,2010.0,1,0,1,1,2015.0,2019,7.0,6-10,4,1.6094379124341003
P00003136,C4,2010.0,1,0,0,0,2020.0,2024,12.0,11+,9,2.302585092994046
P00003137,C2,2013.0,-1,1,0,0,2013.0,2014,0.5,0-2,27,3.332204510175204
P00003137,C3,2013.0,-1,0,1,1,2015.0,2019,4.0,3-5,66,4.204692619390966
P00003137,C4,2013.0,-1,0,0,0,2020.0,2024,9.0,6-10,79,4.382026634673881
P00003140,C1,2007.0,0,1,0,0,2007.0,2009,1.0,0-2,15,2.772588722239781
P00003140,C2,2007.0,0,0,0,0,2010.0,2014,5.0,3-5,47,3.871201010907891
P00003140,C3,2007.0,0,0,1,1,2015.0,2019,10.0,6-10,59,4.0943445622221
P00003140,C4,2007.0,0,0,0,0,2020.0,2024,15.0,11+,61,4.127134385045092
P00003146,C1,2009.0,0,1,0,0,2009.0,2009,0.0,0-2,7,2.0794415416798357
P00003146,C2,2009.0,0,0,0,0,2010.0,2014,3.0,3-5,47,3.871201010907891
P00003146,C3,2009.0,0,0,1,1,2015.0,2019,8.0,6-10,59,4.0943445622221
P00003146,C4,2009.0,0,0,0,0,2020.0,2024,13.0,11+,61,4.127134385045092
P00003158,C2,2012.0,19,1,0,0,2012.0,2014,1.0,0-2,1,0.6931471805599453
P00003158,C3,2012.0,19,0,1,1,2015.0,2019,5.0,3-5,4,1.6094379124341003
P00003158,C4,2012.0,19,0,0,0,2020.0,2024,10.0,6-10,4,1.6094379124341003
P00003159,C2,2013.0,9,1,0,0,2013.0,2014,0.5,0-2,2,1.0986122886681098
P00003159,C3,2013.0,9,0,1,1,2015.0,2019,4.0,3-5,5,1.791759469228055
P00003159,C4,2013.0,9,0,0,0,2020.0,2024,9.0,6-10,5,1.791759469228055
P00003162,C2,2014.0,9,1,0,0,2014.0,2014,0.0,0-2,0,0.0
P00003162,C3,2014.0,9,0,1,1,2015.0,2019,3.0,3-5,5,1.791759469228055
P00003162,C4,2014.0,9,0,0,0,2020.0,2024,8.0,6-10,5,1.791759469228055
P00003164,C3,2015.0,9,1,1,1,2015.0,2019,2.0,0-2,5,1.791759469228055
P00003164,C4,2015.0,9,0,0,0,2020.0,2024,7.0,6-10,5,1.791759469228055
P00003173,C2,2012.0,-1,1,0,0,2012.0,2014,1.0,0-2,39,3.6888794541139363
P00003173,C3,2012.0,-1,0,1,1,2015.0,2019,5.0,3-5,66,4.204692619390966
P00003173,C4,2012.0,-1,0,0,0,2020.0,2024,10.0,6-10,79,4.382026634673881
P00003176,C3,2015.0,9,1,1,1,2015.0,2019,2.0,0-2,5,1.791759469228055
P00003176,C4,2015.0,9,0,0,0,2020.0,2024,7.0,6-10,5,1.791759469228055
P00003423,C2,2014.0,19,1,0,0,2014.0,2014,0.0,0-2,1,0.6931471805599453
P00003423,C3,2014.0,19,0,1,1,2015.0,2019,3.0,3-5,4,1.6094379124341003
P00003423,C4,2014.0,19,0,2,1,2020.0,2024,8.0,6-10,4,1.6094379124341003
P00003682,C1,2007.0,18,1,0,0,2007.0,2009,1.0,0-2,2,1.0986122886681098
P00003682,C2,2007.0,18,0,1,1,2010.0,2014,5.0,3-5,4,1.6094379124341003
P00003682,C3,2007.0,18,0,0,0,2015.0,2019,10.0,6-10,3,1.3862943611198906
P00003682,C4,2007.0,18,0,0,0,2020.0,2024,15.0,11+,2,1.0986122886681098
P00003683,C2,2011.0,18,1,1,1,2011.0,2014,1.5,0-2,3,1.3862943611198906
P00003683,C3,2011.0,18,0,0,0,2015.0,2019,6.0,6-10,3,1.3862943611198906
P00003683,C4,2011.0,18,0,0,0,2020.0,2024,11.0,11+,2,1.0986122886681098
P00003697,C2,2013.0,4,1,1,1,2013.0,2014,0.5,0-2,2,1.0986122886681098
P00003697,C3,2013.0,4,0,0,0,2015.0,2019,4.0,3-5,12,2.5649493574615367
P00003697,C4,2013.0,4,0,0,0,2020.0,2024,9.0,6-10,5,1.791759469228055
P00003698,C2,2014.0,18,1,1,1,2014.0,2014,0.0,0-2,2,1.0986122886681098
P00003698,C3,2014.0,18,0,0,0,2015.0,2019,3.0,3-5,3,1.3862943611198906
P00003698,C4,2014.0,18,0,0,0,2020.0,2024,8.0,6-10,2,1.0986122886681098
P00003785,C1,2006.0,0,1,0,0,2006.0,2009,1.5,0-2,15,2.772588722239781
P00003785,C2,2006.0,0,0,1,1,2010.0,2014,6.0,6-10,47,3.871201010907891
P00003785,C3,2006.0,0,0,0,0,2015.0,2019,11.0,11+,59,4.0943445622221
P00003785,C4,2006.0,0,0,0,0,2020.0,2024,16.0,11+,61,4.127134385045092
P00004018,C1,2009.0,2,1,0,0,2009.0,2009,0.0,0-2,1,0.6931471805599453
P00004018,C2,2009.0,2,0,1,1,2010.0,2014,3.0,3-5,10,2.3978952727983707
P00004018,C3,2009.0,2,0,0,0,2015.0,2019,8.0,6-10,28,3.367295829986474
P00004018,C4,2009.0,2,0,0,0,2020.0,2024,13.0,11+,10,2.3978952727983707
P00004026,C1,2007.0,-1,1,0,0,2007.0,2009,1.0,0-2,7,2.0794415416798357
P00004026,C2,2007.0,-1,0,1,1,2010.0,2014,5.0,3-5,57,4.060443010546419
P00004026,C3,2007.0,-1,0,0,0,2015.0,2019,10.0,6-10,66,4.204692619390966
P00004026,C4,2007.0,-1,0,0,0,2020.0,2024,15.0,11+,79,4.382026634673881
P00004033,C1,2008.0,-1,1,0,0,2008.0,2009,0.5,0-2,7,2.0794415416798357
P00004033,C2,2008.0,-1,0,1,1,2010.0,2014,4.0,3-5,57,4.060443010546419
P00004033,C3,2008.0,-1,0,0,0,2015.0,2019,9.0,6-10,66,4.204692619390966
P00004033,C4,2008.0,-1,0,0,0,2020.0,2024,14.0,11+,79,4.382026634673881
P00004036,C1,2007.0,-1,1,0,0,2007.0,2009,1.0,0-2,7,2.0794415416798357
P00004036,C2,2007.0,-1,0,1,1,2010.0,2014,5.0,3-5,57,4.060443010546419
P00004036,C3,2007.0,-1,0,0,0,2015.0,2019,10.0,6-10,66,4.204692619390966
P00004036,C4,2007.0,-1,0,0,0,2020.0,2024,15.0,11+,79,4.382026634673881
P00004079,C2,2011.0,1,1,0,0,2011.0,2014,1.5,0-2,3,1.3862943611198906
P00004079,C3,2011.0,1,0,0,0,2015.0,2019,6.0,6-10,4,1.6094379124341003
P00004079,C4,2011.0,1,0,0,0,2020.0,2024,11.0,11+,9,2.302585092994046
P00004081,C1,1998.0,0,1,0,0,1998.0,2009,5.5,6-10,17,2.8903717578961645
P00004081,C2,1998.0,0,0,0,0,2010.0,2014,14.0,11+,47,3.871201010907891
P00004081,C3,1998.0,0,0,0,0,2015.0,2019,19.0,11+,59,4.0943445622221
P00004081,C4,1998.0,0,0,0,0,2020.0,2024,24.0,11+,61,4.127134385045092
P00004207,C1,2005.0,2,1,0,0,2005.0,2009,2.0,0-2,3,1.3862943611198906
P00004207,C2,2005.0,2,0,2,1,2010.0,2014,7.0,6-10,10,2.3978952727983707
P00004207,C3,2005.0,2,0,0,0,2015.0,2019,12.0,11+,28,3.367295829986474
P00004207,C4,2005.0,2,0,0,0,2020.0,2024,17.0,11+,10,2.3978952727983707
P00004223,C1,2007.0,0,1,0,0,2007.0,2009,1.0,0-2,15,2.772588722239781
P00004223,C2,2007.0,0,0,1,1,2010.0,2014,5.0,3-5,47,3.871201010907891
P00004223,C3,2007.0,0,0,0,0,2015.0,2019,10.0,6-10,59,4.0943445622221
P00004223,C4,2007.0,0,0,0,0,2020.0,2024,15.0,11+,61,4.127134385045092
P00004234,C1,2006.0,0,1,0,0,2006.0,2009,1.5,0-2,15,2.772588722239781
P00004234,C2,2006.0,0,0,1,1,2010.0,2014,6.0,6-10,47,3.871201010907891
P00004234,C3,2006.0,0,0,0,0,2015.0,2019,11.0,11+,59,4.0943445622221
P00004234,C4,2006.0,0,0,0,0,2020.0,2024,16.0,11+,61,4.127134385045092
P00004235,C1,2006.0,1,1,0,0,2006.0,2009,1.5,0-2,2,1.0986122886681098
P00004235,C2,2006.0,1,0,2,1,2010.0,2014,6.0,6-10,3,1.3862943611198906
P00004235,C3,2006.0,1,0,0,0,2015.0,2019,11.0,11+,4,1.6094379124341003
P00004235,C4,2006.0,1,0,0,0,2020.0,2024,16.0,11+,9,2.302585092994046
P00004237,C2,2010.0,10,1,1,1,2010.0,2014,2.0,0-2,0,0.0
P00004237,C3,2010.0,10,0,0,0,2015.0,2019,7.0,6-10,0,0.0
P00004237,C4,2010.0,10,0,0,0,2020.0,2024,12.0,11+,0,0.0
P00004238,C2,2011.0,0,1,3,1,2011.0,2014,1.5,0-2,39,3.6888794541139363
P00004238,C3,2011.0,0,0,0,0,2015.0,2019,6.0,6-10,59,4.0943445622221
P00004238,C4,2011.0,0,0,0,0,2020.0,2024,11.0,11+,61,4.127134385045092
P00004242,C1,2009.0,0,1,0,0,2009.0,2009,0.0,0-2,7,2.0794415416798357
P00004242,C2,2009.0,0,0,2,1,2010.0,2014,3.0,3-5,47,3.871201010907891
P00004242,C3,2009.0,0,0,0,0,2015.0,2019,8.0,6-10,59,4.0943445622221
P00004242,C4,2009.0,0,0,1,1,2020.0,2024,13.0,11+,61,4.127134385045092
P00004247,C1,2008.0,0,1,0,0,2008.0,2009,0.5,0-2,13,2.6390573296152584
P00004247,C2,2008.0,0,0,1,1,2010.0,2014,4.0,3-5,47,3.871201010907891
P00004247,C3,2008.0,0,0,0,0,2015.0,2019,9.0,6-10,59,4.0943445622221
P00004247,C4,2008.0,0,0,0,0,2020.0,2024,14.0,11+,61,4.127134385045092
P00004741,C1,2008.0,19,1,0,0,2008.0,2009,0.5,0-2,0,0.0
P00004741,C2,2008.0,19,0,0,0,2010.0,2014,4.0,3-5,2,1.0986122886681098
P00004741,C3,2008.0,19,0,0,0,2015.0,2019,9.0,6-10,4,1.6094379124341003
P00004741,C4,2008.0,19,0,0,0,2020.0,2024,14.0,11+,4,1.6094379124341003
P00004878,C1,2008.0,-1,1,0,0,2008.0,2009,0.5,0-2,7,2.0794415416798357
P00004878,C2,2008.0,-1,0,0,0,2010.0,2014,4.0,3-5,57,4.060443010546419
P00004878,C3,2008.0,-1,0,0,0,2015.0,2019,9.0,6-10,66,4.204692619390966
P00004878,C4,2008.0,-1,0,0,0,2020.0,2024,14.0,11+,79,4.382026634673881
P00004879,C1,2004.0,8,1,0,0,2004.0,2009,2.5,3-5,0,0.0
P00004879,C2,2004.0,8,0,0,0,2010.0,2014,8.0,6-10,3,1.3862943611198906
P00004879,C3,2004.0,8,0,0,0,2015.0,2019,13.0,11+,0,0.0
P00004879,C4,2004.0,8,0,0,0,2020.0,2024,18.0,11+,1,0.6931471805599453
P00004880,C1,2007.0,8,1,0,0,2007.0,2009,1.0,0-2,0,0.0
P00004880,C2,2007.0,8,0,0,0,2010.0,2014,5.0,3-5,3,1.3862943611198906
P00004880,C3,2007.0,8,0,0,0,2015.0,2019,10.0,6-10,0,0.0
P00004880,C4,2007.0,8,0,0,0,2020.0,2024,15.0,11+,1,0.6931471805599453
P00004962,C1,2009.0,18,1,0,0,2009.0,2009,0.0,0-2,2,1.0986122886681098
P00004962,C2,2009.0,18,0,1,1,2010.0,2014,3.0,3-5,4,1.6094379124341003
P00004962,C3,2009.0,18,0,0,0,2015.0,2019,8.0,6-10,3,1.3862943611198906
P00004962,C4,2009.0,18,0,0,0,2020.0,2024,13.0,11+,2,1.0986122886681098
P00004963,C1,2002.0,18,1,0,0,2002.0,2009,3.5,3-5,2,1.0986122886681098
P00004963,C2,2002.0,18,0,1,1,2010.0,2014,10.0,6-10,4,1.6094379124341003
P00004963,C3,2002.0,18,0,0,0,2015.0,2019,15.0,11+,3,1.3862943611198906
P00004963,C4,2002.0,18,0,0,0,2020.0,2024,20.0,11+,2,1.0986122886681098
P00004972,C1,2007.0,18,1,0,0,2007.0,2009,1.0,0-2,2,1.0986122886681098
P00004972,C2,2007.0,18,0,1,1,2010.0,2014,5.0,3-5,4,1.6094379124341003
P00004972,C3,2007.0,18,0,0,0,2015.0,2019,10.0,6-10,3,1.3862943611198906
P00004972,C4,2007.0,18,0,0,0,2020.0,2024,15.0,11+,2,1.0986122886681098
P00004975,C1,2002.0,-1,1,0,0,2002.0,2009,3.5,3-5,7,2.0794415416798357
P00004975,C2,2002.0,-1,0,1,1,2010.0,2014,10.0,6-10,57,4.060443010546419
P00004975,C3,2002.0,-1,0,0,0,2015.0,2019,15.0,11+,66,4.204692619390966
P00004975,C4,2002.0,-1,0,0,0,2020.0,2024,20.0,11+,79,4.382026634673881
P00004977,C1,2003.0,18,1,0,0,2003.0,2009,3.0,3-5,2,1.0986122886681098
P00004977,C2,2003.0,18,0,1,1,2010.0,2014,9.0,6-10,4,1.6094379124341003
P00004977,C3,2003.0,18,0,0,0,2015.0,2019,14.0,11+,3,1.3862943611198906
P00004977,C4,2003.0,18,0,0,0,2020.0,2024,19.0,11+,2,1.0986122886681098
P00004989,C1,2004.0,18,1,0,0,2004.0,2009,2.5,3-5,2,1.0986122886681098
P00004989,C2,2004.0,18,0,1,1,2010.0,2014,8.0,6-10,4,1.6094379124341003
P00004989,C3,2004.0,18,0,0,0,2015.0,2019,13.0,11+,3,1.3862943611198906
P00004989,C4,2004.0,18,0,0,0,2020.0,2024,18.0,11+,2,1.0986122886681098
P00004991,C1,2007.0,4,1,0,0,2007.0,2009,1.0,0-2,1,0.6931471805599453
P00004991,C2,2007.0,4,0,1,1,2010.0,2014,5.0,3-5,5,1.791759469228055
P00004991,C3,2007.0,4,0,0,0,2015.0,2019,10.0,6-10,12,2.5649493574615367
P00004991,C4,2007.0,4,0,0,0,2020.0,2024,15.0,11+,5,1.791759469228055
P00004999,C1,2004.0,4,1,0,0,2004.0,2009,2.5,3-5,1,0.6931471805599453
P00004999,C2,2004.0,4,0,1,1,2010.0,2014,8.0,6-10,5,1.791759469228055
P00004999,C3,2004.0,4,0,0,0,2015.0,2019,13.0,11+,12,2.5649493574615367
P00004999,C4,2004.0,4,0,0,0,2020.0,2024,18.0,11+,5,1.791759469228055
P00005325,C1,2004.0,1,1,0,0,2004.0,2009,2.5,3-5,2,1.0986122886681098
P00005325,C2,2004.0,1,0,0,0,2010.0,2014,8.0,6-10,3,1.3862943611198906
P00005325,C3,2004.0,1,0,0,0,2015.0,2019,13.0,11+,4,1.6094379124341003
P00005325,C4,2004.0,1,0,0,0,2020.0,2024,18.0,11+,9,2.302585092994046
P00005893,C1,2005.0,0,1,0,0,2005.0,2009,2.0,0-2,16,2.833213344056216
P00005893,C2,2005.0,0,0,0,0,2010.0,2014,7.0,6-10,47,3.871201010907891
P00005893,C3,2005.0,0,0,0,0,2015.0,2019,12.0,11+,59,4.0943445622221
P00005893,C4,2005.0,0,0,0,0,2020.0,2024,17.0,11+,61,4.127134385045092
P00008181,C4,2023.0,0,1,0,0,2023.0,2024,0.5,0-2,17,2.8903717578961645
P00008182,C4,2020.0,-1,1,0,0,2020.0,2024,2.0,0-2,79,4.382026634673881
P00008183,C1,2007.0,9,1,0,0,2007.0,2009,1.0,0-2,0,0.0
P00008183,C2,2007.0,9,0,0,0,2010.0,2014,5.0,3-5,3,1.3862943611198906
P00008183,C3,2007.0,9,0,1,1,2015.0,2019,10.0,6-10,5,1.791759469228055
P00008183,C4,2007.0,9,0,0,0,2020.0,2024,15.0,11+,5,1.791759469228055
P00008184,C3,2018.0,0,1,0,0,2018.0,2019,0.5,0-2,26,3.295836866004329
P00008184,C4,2018.0,0,0,0,0,2020.0,2024,4.0,3-5,61,4.127134385045092
P00008185,C3,2015.0,-1,1,0,0,2015.0,2019,2.0,0-2,66,4.204692619390966
P00008185,C4,2015.0,-1,0,0,0,2020.0,2024,7.0,6-10,79,4.382026634673881
P00008186,C4,2020.0,0,1,0,0,2020.0,2024,2.0,0-2,61,4.127134385045092
P00008187,C4,2022.0,0,1,0,0,2022.0,2024,1.0,0-2,33,3.5263605246161616
P00008188,C4,2023.0,-1,1,0,0,2023.0,2024,0.5,0-2,22,3.1354942159291497
P00008189,C2,2014.0,0,1,0,0,2014.0,2014,0.0,0-2,8,2.1972245773362196
P00008189,C3,2014.0,0,0,0,0,2015.0,2019,3.0,3-5,59,4.0943445622221
P00008189,C4,2014.0,0,0,0,0,2020.0,2024,8.0,6-10,61,4.127134385045092
P00008190,C3,2019.0,0,1,0,0,2019.0,2019,0.0,0-2,10,2.3978952727983707
P00008190,C4,2019.0,0,0,0,0,2020.0,2024,3.0,3-5,61,4.127134385045092
P00008191,C4,2020.0,0,1,0,0,2020.0,2024,2.0,0-2,61,4.127134385045092
P00008192,C4,2021.0,0,1,0,0,2021.0,2024,1.5,0-2,44,3.8066624897703196
P00008193,C4,2020.0,0,1,0,0,2020.0,2024,2.0,0-2,61,4.127134385045092
P00008194,C4,2023.0,0,1,0,0,2023.0,2024,0.5,0-2,17,2.8903717578961645
P00008195,C4,2023.0,0,1,0,0,2023.0,2024,0.5,0-2,17,2.8903717578961645
P00008196,C3,2018.0,-1,1,0,0,2018.0,2019,0.5,0-2,21,3.091042453358316
P00008196,C4,2018.0,-1,0,0,0,2020.0,2024,4.0,3-5,79,4.382026634673881
P00008197,C4,2021.0,0,1,0,0,2021.0,2024,1.5,0-2,44,3.8066624897703196
P00008198,C4,2023.0,0,1,0,0,2023.0,2024,0.5,0-2,17,2.8903717578961645
P00008199,C1,2004.0,-1,1,0,0,2004.0,2009,2.5,3-5,7,2.0794415416798357
P00008199,C2,2004.0,-1,0,0,0,2010.0,2014,8.0,6-10,57,4.060443010546419
P00008199,C3,2004.0,-1,0,0,0,2015.0,2019,13.0,11+,66,4.204692619390966
P00008199,C4,2004.0,-1,0,0,0,2020.0,2024,18.0,11+,79,4.382026634673881
P00008200,C2,2010.0,0,1,0,0,2010.0,2014,2.0,0-2,47,3.871201010907891
P00008200,C3,2010.0,0,0,0,0,2015.0,2019,7.0,6-10,59,4.0943445622221
P00008200,C4,2010.0,0,0,0,0,2020.0,2024,12.0,11+,61,4.127134385045092
P00008201,C3,2015.0,-1,1,0,0,2015.0,2019,2.0,0-2,66,4.204692619390966
P00008201,C4,2015.0,-1,0,0,0,2020.0,2024,7.0,6-10,79,4.382026634673881
P00008202,C3,2017.0,0,1,0,0,2017.0,2019,1.0,0-2,36,3.6109179126442243
P00008202,C4,2017.0,0,0,0,0,2020.0,2024,5.0,3-5,61,4.127134385045092
P00008203,C4,2021.0,0,1,0,0,2021.0,2024,1.5,0-2,44,3.8066624897703196
P00008206,C4,2022.0,0,1,0,0,2022.0,2024,1.0,0-2,33,3.5263605246161616
P00008207,C3,2017.0,0,1,0,0,2017.0,2019,1.0,0-2,36,3.6109179126442243
P00008207,C4,2017.0,0,0,0,0,2020.0,2024,5.0,3-5,61,4.127134385045092
P00008224,C1,2006.0,7,1,0,0,2006.0,2009,1.5,0-2,3,1.3862943611198906
