paper_uid_after_direct_w,ref_title,ref_author,ref_publisher_or_journal,ref_year
P00131022,동북아 다자안보협력체제의 모색: 관계국의 입장과 한국의 전략,변창구,한국동북아논총,1997
P00131023,박근혜 정부의 통일외교와 동북아평화협력 구상,변창구,통일전략,2015
P00048553,다자안보협력의 제도화 경로: C,서보혁,OSCE의 경험과 동북아 적용 방안 연구,국제정치논총
P00131024,한반도경제공동체 건설과 동북아평화협력체제 구축의 연계 모색: 구상모델과 전략방향,성경륭,동서연구,2010
P00045170,한반도 평화체제 구축과 동북아다자간안보협력을 위한 한국의 전략,박건영,한국과 국제정치,2006
P00008842,박근혜 정부 대미 외교정책의 방향과 전략 - 미국의 정책기조와 한국의 국정과제 중심 -,송기돈,통일전략,2013
P00131025,OSCE의 동아시아 지역 적용가능성과 문제점,송병록,유럽연구,2002
P00131026,동북아평화협력구상 이행을 위한 과제와 전략,이상현,정세와 정책,2013
P00131027,동북아평화협력구상이 나아갈 길: 해양영토분쟁과 한국의 신뢰외교,이숙종,EAI 논평,2013
P00131028,유럽다자주의와 동북아안보: 동북아 다자주의를 위한 OSCE의 시준점을중심으로,이승근,유럽연구,2001
P00131029,북한 핵문제와 다자주의적 접근의 유용성,이승근,국제정치연구,2010
P00131031,북한 핵문제의 다자적 접근: 문제점과 전망,이종선,21세기정치학회보,2004
P00131032,동아시아 지역주의를 둘러싼 협력과 갈등: APEC에서 EAS까지,전기원,국제정치연구,2006
P00131036,동북아평화협력구상의 의제 및 추진전략,진행남,JPI 정책포럼,2013
P00048444,동북아 다자안보의 적실성과 추진전략 연구,차재훈,한국정치외교사논총,2012
P00099270,패권국 지위 변화와 동북아 질서 재편: 동북아 다자협력질서의 특징을 중심으로,최종건,한국과 국제정치,2009
P00131039,동아시아 지역협력의 도전과 좌절: 지역패권경쟁을 위한 지역협력의 역설,황기식,신아세아,2010
P00131047,(해설)관광개발구의 특징,공혁,우리나라 무역,2015
P00131048,관광개발구의 관리운영에서 나서는 중요문제,공혁,우리나라 무역,2016
P00131049,관광개발구의 유형,공혁,우리나라 무역,2018
P00131050,국제려행사에서의 목표시장선택방법,김은심,우리나라 무역,2017
P00131051,국제려행사에서 목표시장선택의 기본방향,김은심,우리나라 무역,2017
P00041370,관광자원의 개발리용에서 생태환경을 보호하는데서 나서는 몇가지 문제,김인정,"김일성종합대학학보: 철학, 경제학",2015
P00038128,관광자원의 본질과 특성,김인정,경제연구,2015
P00131052,원산-금강산국제관광지대개발에서 외국투자리용의 특성,김충혁,경제연구,2017
P00041373,경제개발구를 개발하는데서 나서는 원칙적 요구,로명성,"김일성종합대학학보 철학, 경제학",2016
P00036289,현시기 생태관광을 발전시키는것은 관광업발전의 필수적요구,리금별,경제연구,2018
P00036291,생태관광자원을 합리적으로 개발하는데서 나서는 몇가지 문제,리금별,경제연구,2018
P00131053,생태관광의 출현과 그 발전추세,리명일,"김일성종합대학학보: 철학, 경제학",2014
P00131054,생태관광의 일반적특징,리명일,우리나라 무역,2015
P00131055,관광업과 경제발전,리은별,우리나라 무역,2016
P00131056,관광업의 확대로 인한 환경파괴와 그를 막기 위한 국제적인 동향,리은별,경제연구,2017
P00131057,관광자원개발에서 지켜야할 원칙,리제선,우리나라 무역,2016
P00131058,관광업은 외화수입의 중요원천,박광천,우리나라 무역,2016
P00131059,최근 세계관광봉사의 추세,박남혁,우리나라 무역,2017
P00131060,관광려행의 기술발전동향,박남혁,우리나라 무역,2018
P00038129,관광자원개발리용에 대한 통계적연구에서 나서는 몇가지 문제,박명순,경제연구,2015
P00131061,(무역지식)경제개발구창설지역 선정원칙,박성철,우리나라 무역,2015
P00131062,려행사업무의 특징,박영진,경제연구,2016
P00131063,현시기 세계관광경제에 영향을 주는 요인들과 국제관광업계의 동향에서 주목되는 문제,박정철,경제연구,2018
P00131064,관광자원과 그 류형,박종훈,우리나라 무역,2015
P00131065,관광업의 본질과 그 특성,전영명,"김일성종합대학학보: 철학, 경제학",2014
P00131066,사회주의 관광업의 본질적특성과 역할,전영명,"김일성종합대학학보: 철학, 경제학",2015
P00131067,호텔경영관리수준평가와 그 중요지표들에 대하여,차강무,경제연구,2019
P00131068,사회주의관광봉사기업소의 중요형태,채영재,경제연구,2012
P00131070,관광업과 그 경제적 특성,채재득,경제연구,1996
P00131075,북한의 비대칭 공세전략 확장과 한국의 대응전략: 잠수함발사탄도미사일(SLBM)위협을 중심으로,김법헌,한국동북아논총,2017
P00123853,북한의 핵전략과 잠수함발사탄도미사일(SLBM)위협분석을 통한 한국의 대응전략,박재완,한국군사,2017
P00129725,북한 SLBM 개발의 전략적 의미와 대응 방향,박휘락,전략연구,2016
P00129433,북한의 최소억제 역량 확보에 대비한 한국의 독자억제책 제안,박휘락,전략연구,2020
P00123855,북한의 SLBM 위협에 대한 한국군의 대응방향 : 의지 능력 선택의 영역을 중심으로,백병선,전략연구,2018
P00131076,김정은 시대 북한의 핵·미사일 전략,안문석,한국동북아논총,2017
P00046113,위협과 동맹 인식에 관한 연구: 동맹분리(decoupling)효과를 중심으로,유상범,국제정치연구,2018
P00003068,북한 잠수함발사탄도미사일(SLBM)의 실증적 위협 분석과 한국 안보에의 함의,이경행,국가안보와 전략,2015
P00129592,북한 SLBM 비대칭위협에 대한 한국해군의 대응 방안,류해성,국방연구,2018
P00131077,2인 제로섬 게임 기반의 효과적인 SLBM 탐지를 위한 구축함 배치 최적화,이진호,한국시뮬레이션학회 논문지,2018
P00037347,북한 전략군의 위상과 역할에 관한 연구,장철운,한국과 국제정치,2017
P00045968,북한 SLBM 위협 증대와 한국군의 대비방향,하태영,국방정책연구,2017
P00131090,무인항공기 표적살인(Targeted Killing)에 관한 고찰: 논쟁과 실행 정당성을 중심으로,소재선,항공우주정책 ·법학회지,2017
P00129679,‘참수작전’의 국제정치적 의미: 국제규범을 중심으로,송승종,한국동북아논총,2017
P00129690,북한 지도자 제거 이후 한반도 불안정성 제고 가능성 고찰: 해외 참수작전 사례 검토를 중심으로,황소희,통일과 평화,2018
P00129170,혁명전쟁의 이론적 고찰과 현재적 함의,김태현,동아연구,2012
P00131113,이라크 전쟁의 전쟁양상 변화 원인에 대한 고찰 - 저항의지와 정치적 행위자의 결합을 중심으로 -,김현식,군사,2019
P00131115,오리엔탈리즘 관점으로 본 미군의 대반란전 실패 요인: 이라크 전쟁사례를 중심으로,박병찬,군사,2018
P00131116,미국의 대반란전(Counterinsurgency) 전략 전개와 한국 국방전략에의 함의,박영준,국가전략,2016
P00131117,이라크 전쟁 중 대반란작전(COIN Operations) 사례 연구 - 1ㆍ2차 팔루자 전투(2004)를 중심으로 -,나종남,군사연구,2014
P00117633,국내에서의 ‘외로운 늑대’(Lone Wolf) 테러리스트 발생 가능성에 관한 연구: IS 가담 ‘김 모’군의 사이버공간에서의 행적을 중심으로,윤봉한,한국전자거래학회지,2015
P00048283,Counterinsurgency의 변화와 현대적 의미에 관한 소고,유상범,국방연구,2016
P00131119,미국의 아프가니스탄 전쟁 목표와 전략의 변화양상 : 대테러전과 대반란전 논쟁을 중심으로,윤태영,국가안보와 전략,2017
P00131120,이라크 전쟁 중 미군의 군사혁신 -내부적 그리고 외부적 군사혁신 이론의 적실성 검증을 중심으로-,이병구,군사,2014
P00131121,대반란전의 성공요인에 관한 연구: 관련 행위자 요인을 중심으로,이성훈,국방정책연구,2015
P00100015,오바마의 전쟁: 미국의 경제위기와 대테러전쟁의 해체,이혜정,21세기정치학회보,2010
P00131122,베트남전쟁과 이라크전쟁 시 대반란작전 수행교리 비교분석,조상근,군사연구,2012
P00002534,한국 민주주의에서 경제적 불평등에 대한 인식의 정치적 효과: 민주주의의 효능성에 대한 효과를 중심으로,강우진,한국과 국제정치,2012
P00131136,뉴노멀 시대의 경제환경과 다양성,구교준,정부학연구,2016
P00131137,적극적 중립: 경제 구조 변화에 대한 대응,김태일,정부학연구,2016
P00131138,"동아시아의 민주주의와 경제적 불평등: 한국, 일본, 그리고 대만",남윤민,한국동북아논총,2019
P00023307,경제적 불평등과 정치적 대표: 18대 국회 사례,박영환,현대정치연구,2015
P00131139,"소득불평등, 정치적 불평등 그리고 기회불평등의 누적적 증가에 대하여: 복지제도와 노동조합의 새로운 역할",서환주,사회경제평론,2014
P00131140,뉴노멀 경제와 한국형 뉴딜: 동아시아 발전 모델의 전환을 위한 전략,이일영,동향과 전망,2017
P00021912,한국의 불평등과 정치선호의 계층화,이현경,한국정치학회보,2016
P00131157,빅데이터의 국가전략: 21세기 신흥권력 경쟁의 개념적 성찰,김상배,국가전략,2015
P00046180,화웨이 사태와 미중 기술패권 경쟁: 선도부문과 사이버 안보의 복합지정학,김상배,국제.지역연구,2019
P00117576,미래전의 진화와 국제정치의 변환: 자율무기체계의 복합지정학,김상배,국방연구,2019
P00131158,4차 산업혁명과 첨단 방위산업 경쟁: 신흥권력론으로 본 세계정치의 변환,김상배,국제정치논총,2020
P00131165,독일의 에너지전환정책 비용 요인과 정책적 시사점,유동헌,에너지포커스,2018
P00131166,트럼프 정부의 에너지정책 변화와 에너지시장 영향,유학식,에너지포커스,2017
P00131167,트럼프 행정부의 핵정책: 국제 핵비확산 레짐과 북핵문제에 대한 함의,이상현,안보학술논집,2018
P00131168,한미 원자력협정 개정 의의와 과제,이상현,정세와 정책,2015
P00131169,아베 시대의 일본 에너지 정책 변화 에너지 시장 자유화와 원자력 회귀를 중심으로,임은정,아세아연구,2018
P00131170,신 한미 원자력협정의 성과와 후속 과제,전봉근,주요국제문제분석,2015
P00012200,사이버 안보 국제규범의 세계정치: 글로벌 질서변환의 프레임 경쟁,김상배,국가전략,2017
P00009767,사이버 안보와 중견국 규범외교: 네 가지 모델의 국제정치학적 성찰,김상배,국제정치논총,2019
P00131182,사이버공간에 관한 국제적 논의와 서울 총회에의 시사점,남상열,기본연구,2013
P00065265,사이버 안보에서의 다중이해당사자주의 담론의 확산,유인태,담론201,2019
P00131184,캐나다 사이버 안보와 중견국 외교: 화웨이 사례에서 나타난 안보와 경제․통상의 딜레마 속에서,유인태,문화와 정치,2019
P00012656,글로벌 인터넷 주소자원 거버넌스의 변천: IANA 관리체제 전환을 통한 다중이해당사자 원칙의 재확립,유인태,국제정치논총,2017
P00131196,탈냉전기 인도의 안보정책과 국제관계,이대우,세종정책연구,2010
P00131198,한국의 환인도양연합(IORA) 가입과 신남방정책에 대한 정책적 함의,조원득,IFANS FOCUS,2018
P00131202,DMZ에 관한 남북한 논의 변천과 향후 과제,김정수,평화학연구,2010
P00094076,남북한 경제교류·협력 활성화 방안 모색: 신기능주의적 접근,이헌경,통일문제연구,1996
P00131204,DMZ의 평화적 이용에 대한 국제환경법적 고찰,조정현,국제법평론,2010
P00131205,DMZ의 평화적 이용에 따른 법적 문제,제성호,법조,2006
P00131206,DMZ 세계평화공원 조성을 위한 과제,최준영,이슈와 논점,2013
P00101494,군사혁신의 이론과 실제: 미국 군사혁신의 전개과정을 중심으로,박봉규,아세아연구,2003
